year,month_num,month,rainy_days,highest_daily_rainfall,total_rainfall,mean_relative_humidity,mean_sunshine_hours,mean_temp,temp_mean_daily_max,temp_mean_daily_min
2002,4,Apr,13,39.4,116.5,82.3,6.6,28.6,33.0,25.6
2002,5,May,13,75.9,236.6,82.3,6.2,28.9,32.6,26.1
2002,6,Jun,12,45.8,83.1,82.1,6.3,28.7,32.1,26.0
2002,7,Jul,11,69.5,233.7,82.7,6.8,28.4,31.9,25.5
2002,8,Aug,14,17.8,54.2,79.2,6.7,28.5,31.9,25.6
2002,9,Sep,9,38.9,124.2,81.7,5.5,28.1,31.7,25.1
2002,10,Oct,7,3.2,10.8,79.8,6.2,28.7,33.0,25.7
2002,11,Nov,15,84.0,307.2,85.8,4.6,27.4,31.7,24.5
2002,12,Dec,24,38.6,255.0,88.7,4.8,27.2,31.3,24.7
2003,1,Jan,20,194.4,444.2,86.9,4.7,26.7,30.1,24.4
2003,2,Feb,13,82.2,172.9,85.0,5.8,27.1,30.8,24.4
2003,3,Mar,11,38.3,154.6,83.8,6.9,28.1,32.3,25.2
2003,4,Apr,20,42.9,159.9,86.7,5.1,27.9,32.1,25.3
2003,5,May,11,33.0,81.8,81.7,5.8,29.2,32.7,26.5
2003,6,Jun,12,23.2,50.3,78.5,7.0,28.9,32.7,26.0
2003,7,Jul,14,30.9,170.4,81.7,5.6,28.1,31.5,25.1
2003,8,Aug,13,64.4,193.6,83.1,6.1,28.2,31.8,25.5
2003,9,Sep,15,60.0,205.3,84.8,5.0,27.6,31.2,24.8
2003,10,Oct,21,56.6,351.4,84.9,5.1,27.6,31.1,24.5
2003,11,Nov,19,41.3,133.8,87.3,4.2,27.1,31.0,24.7
2003,12,Dec,17,92.1,273.0,87.2,3.9,26.5,29.9,24.3
2004,1,Jan,13,177.8,600.9,86.7,6.7,26.9,30.6,24.2
2004,2,Feb,4,19.2,31.9,80.5,7.7,27.6,32.0,24.7
2004,3,Mar,16,122.8,269.4,85.8,4.8,27.7,32.2,24.7
2004,4,Apr,9,18.1,57.1,82.3,7.0,28.9,33.3,26.1
2004,5,May,13,73.4,137.6,82.1,6.0,28.9,32.8,26.4
2004,6,Jun,8,68.1,127.2,79.8,6.3,29.0,32.4,26.1
2004,7,Jul,20,34.3,166.6,85.3,4.2,27.3,30.8,24.5
2004,8,Aug,8,111.5,185.2,80.3,7.3,28.3,31.7,25.4
2004,9,Sep,14,29.1,128.9,83.6,5.9,27.8,31.7,25.0
2004,10,Oct,13,25.3,125.6,83.9,5.0,27.8,31.6,25.0
2004,11,Nov,15,62.4,166.2,86.1,5.8,27.3,31.4,24.6
2004,12,Dec,14,36.4,139.8,85.2,4.9,26.8,30.1,24.5
2005,1,Jan,8,96.7,163.2,83.3,6.5,26.6,30.2,23.9
2005,2,Feb,3,7.2,8.4,77.7,9.1,28.5,33.4,25.3
2005,3,Mar,12,20.5,82.4,80.3,7.2,28.5,33.3,25.4
2005,4,Apr,10,49.6,81.7,81.0,7.0,28.7,33.0,25.7
2005,5,May,20,58.7,331.1,84.6,5.5,28.5,32.4,25.2
2005,6,Jun,15,27.6,82.3,82.7,5.4,28.8,32.0,26.1
2005,7,Jul,15,26.3,104.0,84.0,5.4,28.0,31.4,25.2
2005,8,Aug,13,13.8,58.5,82.9,6.5,28.2,31.5,25.5
2005,9,Sep,18,43.4,175.7,84.2,6.2,28.2,32.0,25.2
2005,10,Oct,19,76.2,314.5,85.2,5.1,27.6,31.3,24.7
2005,11,Nov,23,133.8,362.9,86.4,4.4,27.3,30.8,24.4
2005,12,Dec,19,47.3,166.0,85.6,4.5,27.3,31.0,24.6
2006,1,Jan,20,131.7,454.4,87.8,4.8,26.5,30.0,24.1
2006,2,Feb,8,44.5,115.5,84.0,7.4,27.5,31.5,24.8
2006,3,Mar,9,35.7,83.1,81.3,7.1,28.3,33.1,25.2
2006,4,Apr,18,43.3,239.8,87.0,5.3,27.6,32.1,24.8
2006,5,May,14,36.6,205.7,85.2,5.0,28.1,32.0,25.4
2006,6,Jun,16,37.3,236.8,86.3,5.5,27.8,31.0,25.1
2006,7,Jul,15,54.8,153.8,83.8,6.9,28.4,31.5,25.7
2006,8,Aug,14,30.4,127.3,81.9,6.7,28.3,31.5,25.5
2006,9,Sep,12,32.2,83.3,81.0,5.3,28.0,31.4,25.4
2006,10,Oct,8,37.8,102.0,80.9,4.8,28.3,32.2,25.4
2006,11,Nov,18,64.0,185.6,87.4,5.6,27.3,31.4,24.5
2006,12,Dec,22,198.0,765.9,88.5,3.2,26.6,30.0,24.3
2007,1,Jan,20,143.8,450.1,86.8,4.1,26.5,29.8,24.2
2007,2,Feb,3,51.4,105.5,82.5,7.6,27.3,31.5,24.5
2007,3,Mar,21,68.8,269.1,84.9,5.8,27.5,31.5,24.6
2007,4,Apr,14,102.4,240.2,84.7,5.9,28.1,32.0,25.2
2007,5,May,16,21.9,127.2,84.8,5.5,28.3,31.6,25.3
2007,6,Jun,12,38.0,139.0,82.8,6.0,28.4,32.1,25.4
2007,7,Jul,19,23.0,141.7,84.8,3.8,27.7,30.6,25.1
2007,8,Aug,20,55.9,190.7,82.9,5.7,27.7,30.9,25.0
2007,9,Sep,13,52.1,149.0,83.3,5.8,27.8,31.0,25.0
2007,10,Oct,16,51.8,237.2,83.2,5.6,27.8,31.6,24.9
2007,11,Nov,21,60.1,367.9,86.5,3.5,26.9,30.8,24.0
2007,12,Dec,20,159.0,468.6,86.8,4.5,26.4,30.1,24.1
2008,1,Jan,19,123.1,262.6,86.0,6.1,26.8,30.7,24.3
2008,2,Feb,8,48.5,129.2,82.9,5.5,26.7,30.9,24.0
2008,3,Mar,16,48.1,294.1,87.1,4.3,26.5,30.1,24.0
2008,4,Apr,13,34.2,87.2,82.0,6.0,28.1,31.9,25.1
2008,5,May,11,42.3,124.9,79.1,6.6,28.8,32.2,26.0
2008,6,Jun,12,45.2,118.3,81.5,5.6,28.2,31.4,25.3
2008,7,Jul,15,23.5,89.1,81.3,4.9,27.8,30.8,25.1
2008,8,Aug,18,133.9,327.3,83.8,5.5,27.4,30.9,24.7
2008,9,Sep,18,43.5,164.4,82.7,5.1,27.7,31.1,24.6
2008,10,Oct,19,41.6,159.5,84.9,4.5,27.6,31.4,25.0
2008,11,Nov,16,63.3,324.3,85.9,4.0,27.3,31.2,24.5
2008,12,Dec,17,52.0,244.2,83.7,4.8,26.9,30.5,24.3
2009,1,Jan,5,36.0,38.3,79.1,6.6,26.8,30.7,24.2
2009,2,Feb,8,74.2,201.8,80.7,6.4,27.3,32.3,24.2
2009,3,Mar,19,56.3,223.3,85.4,5.5,27.2,31.4,24.1
2009,4,Apr,12,86.6,183.7,82.2,6.2,28.5,32.3,25.4
2009,5,May,17,41.3,198.6,83.0,6.6,28.7,32.2,25.3
2009,6,Jun,8,5.8,21.8,79.8,7.0,29.1,32.6,26.2
2009,7,Jul,16,24.4,161.0,80.8,6.2,28.3,31.7,25.3
2009,8,Aug,12,35.5,177.8,80.7,6.5,28.3,31.7,25.6
2009,9,Sep,13,63.0,109.6,82.0,5.6,28.3,31.7,25.5
2009,10,Oct,15,38.4,133.4,82.8,5.4,28.2,32.1,25.2
2009,11,Nov,23,61.4,281.8,85.6,4.7,27.2,31.5,24.8
2009,12,Dec,18,42.6,189.8,86.3,4.7,27.1,30.7,24.6
2010,1,Jan,10,24.5,69.5,82.1,7.1,27.5,31.2,24.4
2010,2,Feb,4,2.9,6.3,77.3,8.8,28.9,33.5,25.5
2010,3,Mar,11,57.6,238.0,79.9,6.1,28.6,33.1,25.1
2010,4,Apr,18,40.0,158.5,84.1,6.2,28.6,32.8,25.0
2010,5,May,17,90.5,157.5,82.2,6.5,29.2,33.2,25.9
2010,6,Jun,19,43.0,240.5,83.9,5.1,28.3,31.4,25.2
2010,7,Jul,18,121.1,298.5,84.8,4.6,27.7,30.9,24.6
2010,8,Aug,16,60.2,158.4,84.2,5.4,27.9,31.2,24.6
2010,9,Sep,13,28.0,121.5,82.5,5.7,28.0,31.8,24.9
2010,10,Oct,17,58.1,166.2,82.3,4.2,28.3,31.7,25.1
2010,11,Nov,21,41.6,278.8,85.9,5.0,27.4,31.6,24.2
2010,12,Dec,14,85.8,181.4,85.3,3.6,26.8,30.8,23.9
2011,1,Jan,17,216.2,513.2,85.8,4.5,26.3,29.7,23.5
2011,2,Feb,8,17.4,23.0,81.1,7.5,27.3,31.7,24.1
2011,3,Mar,22,54.0,256.6,85.5,4.6,27.1,31.3,23.9
2011,4,Apr,12,61.8,217.8,83.9,7.2,27.9,31.9,24.6
2011,5,May,15,34.2,127.0,85.3,5.9,28.5,32.4,25.2
2011,6,Jun,15,82.0,213.0,83.7,5.0,28.4,31.3,25.2
2011,7,Jul,7,30.0,76.6,81.3,7.8,28.7,31.9,25.5
2011,8,Aug,13,30.2,81.4,82.6,6.1,27.9,31.0,25.6
2011,9,Sep,14,40.4,136.4,82.7,5.1,27.8,30.9,25.1
2011,10,Oct,20,54.0,216.8,87.4,5.3,27.3,31.0,24.7
2011,11,Nov,24,78.6,377.8,87.8,4.6,27.1,31.1,24.6
2011,12,Dec,21,87.4,284.6,88.4,3.3,26.6,29.9,24.5
2012,1,Jan,16,26.2,106.1,87.3,6.0,26.7,30.6,24.3
2012,2,Feb,11,38.4,83.6,85.6,7.0,27.2,31.1,24.8
2012,3,Mar,21,92.3,313.4,87.3,4.2,27.0,31.1,24.4
2012,4,Apr,20,48.4,260.6,85.1,5.8,27.6,31.4,24.8
2012,5,May,19,79.2,292.0,83.1,5.6,28.2,31.7,24.8
2012,6,Jun,8,38.2,53.0,79.0,6.0,28.7,31.6,26.3
2012,7,Jul,17,35.4,130.8,81.1,6.2,27.7,30.8,25.3
2012,8,Aug,12,31.0,119.0,79.8,6.1,27.9,31.0,25.4
2012,9,Sep,10,35.8,107.6,79.7,5.6,27.9,31.3,25.3
2012,10,Oct,13,22.6,122.2,81.3,5.9,27.7,31.7,25.2
2012,11,Nov,22,49.2,208.2,85.4,4.4,27.1,31.4,24.7
2012,12,Dec,22,78.8,363.4,87.0,3.6,26.7,30.6,24.4
2013,1,Jan,15,73.0,262.0,82.1,6.0,27.1,30.8,24.6
2013,2,Feb,22,95.2,395.2,86.9,4.0,26.5,30.1,24.3
2013,3,Mar,10,29.6,85.8,80.4,7.5,28.3,32.4,25.6
2013,4,Apr,19,41.6,159.4,82.7,5.2,28.2,32.1,25.3
2013,5,May,17,46.2,211.4,83.1,5.4,28.2,31.8,25.6
2013,6,Jun,12,22.4,111.4,74.6,6.4,29.0,32.6,25.9
2013,7,Jul,15,37.4,174.6,79.9,5.7,27.8,31.1,25.2
2013,8,Aug,15,43.2,165.6,79.0,6.1,27.9,31.0,25.1
2013,9,Sep,19,52.6,257.0,81.3,4.6,27.5,30.6,24.8
2013,10,Oct,19,139.8,285.4,79.9,6.3,27.7,31.4,24.6
2013,11,Nov,22,44.0,292.4,84.6,4.5,27.1,31.3,24.5
2013,12,Dec,21,119.8,348.2,85.8,3.5,26.5,30.2,24.1
2014,1,Jan,5,31.2,75.4,78.5,5.3,26.2,29.6,24.0
2014,2,Feb,1,0.2,0.2,74.5,8.8,27.2,31.9,24.5
2014,3,Mar,6,52.6,66.0,76.0,8.0,27.9,32.8,25.1
2014,4,Apr,17,28.8,110.0,80.0,5.7,28.2,32.4,25.5
2014,5,May,18,22.2,125.8,80.2,5.8,28.6,32.1,25.8
2014,6,Jun,11,18.8,71.4,77.5,6.0,29.0,32.1,26.3
2014,7,Jul,15,29.0,148.6,78.3,5.5,28.7,31.6,25.8
2014,8,Aug,20,44.2,241.0,79.7,4.5,27.7,30.4,25.2
2014,9,Sep,9,34.6,83.6,75.6,7.0,28.5,31.8,25.7
2014,10,Oct,10,32.8,120.0,77.0,6.0,28.4,32.1,25.7
2014,11,Nov,23,64.4,250.8,82.4,5.4,27.5,31.6,24.8
2014,12,Dec,17,48.2,245.6,82.6,3.7,27.0,30.6,24.7
2015,1,Jan,6,33.6,79.6,77.6,7.4,26.9,30.7,24.6
2015,2,Feb,6,10.8,18.8,75.4,7.3,27.0,31.3,24.4
2015,3,Mar,5,46.0,84.4,75.8,7.3,28.2,32.5,25.5
2015,4,Apr,13,18.8,73.2,77.1,7.2,28.6,33.2,25.9
2015,5,May,12,22.2,89.0,78.9,5.8,28.7,32.2,26.4
2015,6,Jun,10,28.4,95.8,75.8,6.7,29.0,32.0,26.6
2015,7,Jul,13,45.8,116.8,74.9,7.1,29.1,31.9,26.7
2015,8,Aug,11,63.2,185.8,76.7,6.1,28.4,31.2,26.0
2015,9,Sep,8,18.4,61.6,75.0,4.3,28.7,31.7,26.5
2015,10,Oct,9,28.6,87.2,75.4,4.7,28.7,32.2,26.1
2015,11,Nov,13,25.8,72.6,79.1,4.8,28.0,32.1,25.5
2015,12,Dec,19,40.4,302.3,81.1,5.3,27.7,31.5,25.0
2016,1,Jan,15,39.6,126.6,79.6,7.2,28.3,31.8,26.0
2016,2,Feb,10,71.8,186.0,78.8,6.5,27.8,31.1,25.6
2016,3,Mar,6,2.4,6.2,74.7,8.0,29.0,33.1,26.6
2016,4,Apr,14,18.2,89.8,75.6,7.0,29.4,33.4,26.7
2016,5,May,12,54.8,193.8,77.4,6.2,29.3,33.0,26.5
2016,6,Jun,13,67.8,162.8,77.7,5.4,28.5,31.6,26.1
2016,7,Jul,20,59.4,168.6,77.3,6.3,28.4,31.7,25.8
2016,8,Aug,15,30.6,139.2,74.0,6.7,28.9,31.8,26.2
2016,9,Sep,15,34.0,118.9,73.9,5.5,28.3,32.0,25.1
2016,10,Oct,16,75.4,181.0,72.0,4.6,28.3,32.1,25.2
2016,11,Nov,20,65.6,290.2,77.6,3.5,27.4,30.7,24.9
2016,12,Dec,23,73.0,292.6,72.8,5.1,27.4,31.6,24.7
2017,1,Jan,21,60.6,197.6,84.8,4.8,26.9,30.7,24.7
2017,2,Feb,15,31.0,158.4,83.2,7.1,26.9,30.7,24.7
2017,3,Mar,11,30.2,136.2,82.5,6.1,27.4,31.1,24.9
2017,4,Apr,21,42.8,208.6,83.5,5.3,27.8,31.8,25.0
2017,5,May,15,44.8,190.0,82.8,5.9,28.5,31.4,25.9
2017,6,Jun,10,29.6,106.0,80.2,6.3,28.5,31.6,25.9
2017,7,Jul,9,30.2,79.6,79.6,7.0,28.3,31.0,26.0
2017,8,Aug,18,29.4,84.2,79.9,6.1,28.1,31.0,25.9
2017,9,Sep,19,20.2,124.4,81.0,5.7,28.0,31.2,25.4
2017,10,Oct,18,31.2,120.8,82.5,5.5,27.9,31.6,25.3
2017,11,Nov,24,45.2,268.6,86.3,4.2,27.1,30.8,24.6
2017,12,Dec,23,69.8,371.2,85.2,5.6,27.0,30.8,24.6
2018,1,Jan,25,45.8,287.0,86.6,4.1,26.1,29.8,24.0
2018,2,Feb,5,13.0,14.8,77.2,8.0,27.2,31.2,24.8
2018,3,Mar,10,15.2,44.6,78.4,6.4,28.0,32.4,25.4
2018,4,Apr,14,14.0,61.2,78.5,6.8,28.5,33.2,25.8
2018,5,May,19,47.4,132.2,79.0,5.8,28.7,32.4,26.2
2018,6,Jun,17,46.8,182.6,79.3,4.1,28.4,31.3,25.6
2018,7,Jul,10,32.4,143.2,77.7,6.1,28.5,31.3,26.0
2018,8,Aug,11,34.6,121.6,77.0,6.7,28.5,31.7,26.1
2018,9,Sep,13,45.0,144.4,77.1,6.0,28.0,31.2,25.3
2018,10,Oct,18,60.6,234.4,79.7,6.1,27.9,31.9,25.2
2018,11,Nov,27,20.6,169.6,83.2,3.8,27.3,31.0,24.6
2018,12,Dec,19,43.8,172.6,81.5,5.1,27.6,31.6,25.3
2019,1,Jan,9,38.2,63.6,75.6,7.1,28.0,31.7,25.6
2019,2,Feb,5,13.4,31.6,74.1,9.2,28.2,32.8,25.4
2019,3,Mar,6,29.0,72.2,72.3,8.3,28.7,33.5,25.6
2019,4,Apr,9,52.4,174.8,77.6,5.9,28.6,32.7,25.9
2019,5,May,13,17.2,69.0,79.2,7.0,29.3,32.7,26.5
2019,6,Jun,16,37.6,173.8,79.5,5.3,28.4,31.3,26.1
2019,7,Jul,8,6.6,12.2,75.2,7.5,29.0,32.1,26.9
2019,8,Aug,6,3.8,11.8,72.1,7.6,29.1,32.7,27.1
2019,9,Sep,4,16.4,22.8,73.0,6.7,29.0,33.0,26.6
2019,10,Oct,15,92.2,176.8,78.1,6.5,28.1,32.7,25.3
2019,11,Nov,15,73.4,137.4,79.2,5.5,28.0,32.3,25.4
2019,12,Dec,14,74.2,421.5,83.9,4.8,26.7,30.1,24.6
2020,1,Jan,6,38.0,88.4,77.9,7.1,27.7,31.7,25.2
2020,2,Feb,8,23.8,65.0,76.0,8.3,27.9,31.7,25.3
2020,3,Mar,8,47.4,108.8,75.2,7.6,28.6,32.9,25.9
2020,4,Apr,12,51.8,188.0,76.4,7.1,28.9,33.0,26.0
2020,5,May,16,53.8,255.6,79.1,5.7,28.9,32.2,26.1
2020,6,Jun,21,41.0,233.8,80.2,4.3,28.1,31.0,25.5
2020,7,Jul,22,30.4,140.8,78.2,5.7,27.9,31.0,25.5
2020,8,Aug,12,34.6,103.4,76.8,6.4,28.3,31.4,25.9
2020,9,Sep,18,32.8,150.2,79.0,4.8,27.5,31.0,24.9
2020,10,Oct,16,19.0,78.8,75.4,4.3,28.3,31.6,25.6
2020,11,Nov,19,64.2,220.6,81.7,4.0,27.2,31.0,25.0
2020,12,Dec,20,58.2,253.2,81.1,5.2,27.2,31.5,24.5
2021,1,Jan,17,210.6,692.8,82.6,4.2,26.0,29.1,23.8
2021,2,Feb,2,0.6,1.0,73.8,8.2,27.3,31.6,24.8
2021,3,Mar,14,38.0,182.4,76.6,7.3,27.9,32.8,25.0
2021,4,Apr,14,83.8,290.4,77.4,6.8,28.2,32.4,25.3
2021,5,May,13,49.8,245.8,79.3,6.0,28.7,32.1,26.0
2021,6,Jun,20,23.8,93.4,77.8,6.5,28.5,32.1,25.6
2021,7,Jul,12,75.0,195.8,76.5,6.8,28.6,31.8,26.2
2021,8,Aug,24,71.4,293.6,80.4,4.8,27.6,31.0,24.8
2021,9,Sep,14,63.4,205.4,77.3,6.4,28.3,31.7,25.6
2021,10,Oct,14,59.6,177.0,78.3,6.2,28.5,32.2,25.8
2021,11,Nov,23,47.8,312.4,81.7,4.9,27.6,31.8,24.8
2021,12,Dec,15,46.8,119.6,79.7,5.4,27.7,31.4,25.4
2022,1,Jan,9,50.0,99.8,77.4,8.3,27.4,31.6,24.9
2022,2,Feb,16,29.6,175.0,80.3,5.9,27.3,31.2,24.8
2022,3,Mar,21,36.2,163.2,79.2,6.4,28.1,32.7,25.1
2022,4,Apr,18,58.8,239.6,80.0,5.2,28.1,32.1,25.1
2022,5,May,12,44.6,102.0,76.5,6.7,29.2,32.9,26.2
2022,6,Jun,17,59.4,211.8,79.1,4.7,27.9,31.1,25.3
2022,7,Jul,16,27.8,145.2,76.8,6.2,28.6,31.7,25.8
2022,8,Aug,15,32.4,141.4,77.4,5.5,28.1,31.2,25.8
2022,9,Sep,14,38.2,121.0,76.9,3.8,27.9,31.1,25.4
2022,10,Oct,27,38.8,280.0,78.7,3.5,27.6,31.5,24.7
2022,11,Nov,26,53.0,313.8,79.9,3.8,27.4,31.4,24.4
